ID,Instances of works,Abstract Title,Instance Title,Generic Descriptor,Number of parts,Voice in the Polyphony,Primary Language,Secondary Language,Style of discourse,Number of stanzas,Number of envois,Date,Authors,Author commentary,L Index,MW Index,RS Index,T Index (Motets),T Index (Songs),Lu Index,M Index,vdB Index (Rondeaux),Host work ID,Host Work Instance,Host Work Location,Other data,Edition,Manuscript Collocation
Li 265-477b,1,Agmina milicie Candencia / Agmina milicie Celestis / Agmina,Agmina milicie candencia / Agmina milicie celestis / Agmina,Motet,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 4 ra"
Li 265-483,1,De mes Amours sui souvent repentis / L'autrier m'estuet venue volentés / Defors Compiegne l'autrier,De mes amours sui souuent repentis / L'autrier m'estuet uenue uolenté / Defors compiegne,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-483,,,,,,,,,,,,,"F-MO H 196, fol. 371 (369) ra"
Li 265-490,1,"Desconfortés ai esté longuement / Amors, qui tant m'a grevé / Et super",Desconfortés ai esté longuement / Amors qui tant m'a greué / Et super,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-490,,,,,,,,,,,,,"F-MO H 196, fol. 170 v"
Li 265-504,1,De vois trés serie / Hé! bone amourete / Aptatur,Le vois trés serie / Hé bone amourete / Aptatur,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-504,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 21 ra"
Li 265-504,2,De vois trés serie / Hé! bone amourete / Aptatur,,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-504,,,,,,,,,,,,,"[F-B I 716], n° 39"
Li 265-513,1,"Dieus, comment puet li cuers durer / Vo vair oel m'ont espris / Teneur",Djex comment puet li cuers durer / Uo uair oel m'ont espris / Tenor,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-513,,,,,,,,,,,,,"F-MO H 196, fol. 362 (360) ra"
Li 265-516,1,Dieus de chanter / Chans d'oisiaus et fueille et flors / In seculum,Diex de chanter / Chant d'oisiaus et fuelle et flor / In seculum,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-516,,,,,,,,,,,,,"F-MO H 196, fol. 125 v"
Li 265-516,2,Dieus de chanter / Chans d'oisiaus et fueille et flors / In seculum,Djex de chante / Chant d'oiseaus et fuel et flors / In seculum,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-516,,,,,,,,,,,,,"F-Pn nouv. acq. fr. 13521, fol. 388 rb"
Li 265-519,1,"Dieus, mout me fait souvent fremir / Dieus, je fui ja pres de joïr / Dieus, je n'i puis la nuit dormir / Et vide et inclina aurem tuam",Diex mout me fet souent fremir / Diex ie fui ia pres de ioïr / Diex ie n'i puis la nuit dormir / Et videbit,Motet,4,,Langue d'oïl,Latin,,,,,Anonyme,,265-519,,,,,,,,,,,,,"F-MO H 196, fol. 44 va"
Li 265-519a,1,"Dieus, je fui ja pres de joïr / Dieus, je n'i puis la nuit dormir / Et vide et inclina aurem tuam",,Motet,3,,Latin,,,,,,Anonyme,,265-519,,,,,,,,,,,Incipit marginal : Dieus ie n'i puis la nuit dormir ; Teneur : Et uide et inclina aurem tuam,,"F-Pn lat. 15139, fol. 288 r"
Li 265-519a,2,"Dieus, je fui ja pres de joïr / Dieus, je n'i puis la nuit dormir / Et vide et inclina aurem tuam",Dex ie fui ia pres de ioïr / Dex ie n'i puis la nuit dormir / Et super,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-519,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 208 r"
Li 265-519a,3,"Dieus, je fui ja pres de joïr / Dieus, je n'i puis la nuit dormir / Et vide et inclina aurem tuam",Dieus ie fui ia pres de ioïr / Dieus ie n'i puis la nuit dormir / Alleluya,Motet,3,,Latin,,,,,,Anonyme,,265-519,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 15 rb"
Li 265-520,1,Dieus! je n'i os aler / Amours qui m'aprist / Et super,Diex ie n'i os aler / Amors qui m'aprist / Et super,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-520,,,,,,,,,,,,,"F-MO H 196, fol. 141 v"
Li 265-521,1,"Deus, je n'i porrai durer / Se je vous pert, biaus fins cuers dous / Manere",Dex ie n'i porrai durer / Se ie voz pert biau fins cuer douz / Manere,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-521,,,,,,,,,,,,,"F-MO H 196, fol. 209 v"
Li 265-525,1,Dieus! ou porrai je trouver merci / Ce sont amouretes qui me tienent si / Omnes,Djex ou porrai ie trouuer merci / Che sont amouretes qui me tienent si / Omnes,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-525,,,,,,,,,,,,,"F-MO H 196, fol. 326 (324) va"
Li 265-525,2,Dieus! ou porrai je trouver merci / Ce sont amouretes qui me tienent si / Omnes,Dieus ou pourrai ie trouuer merci / Ce sont amouretes qui mi tiennent si / Omnes,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-525,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 12 ra"
Li 265-525,3,Dieus! ou porrai je trouver merci / Ce sont amouretes qui me tienent si / Omnes,,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-525,,,,,,,,,,,,,"[F-B I 716], n° 42"
Li 265-525,4,Dieus! ou porrai je trouver merci / Ce sont amouretes qui me tienent si / Omnes,Diex ou porai ie trouer mercit / Ce sunt amorettes ki moi tinent si / [Omnes],Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-525,,,,,,,,,,,,,"I-Tr Vari 42, fol. 30 va"
Li 265-525,5,Dieus! ou porrai je trouver merci / Ce sont amouretes qui me tienent si / Omnes,Dieus v porrai ie trouer merci / Ce sont amouretes ki mi tienent si / Omnes,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-525,,,,,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 114 (131) va"
Li 265-525a,1,Ce sont amouretes qui me tienent si / Omnes,Ce sunt amouretes ki me tienent si / Omnes,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-525,,,,,,,,,,,,,"F-CA A 410, fol. 131 r"
Li 265-537,1,Doné ma dame ai mon cuer trés dont que l'euch / Adiés sont ces sades brunetes / Kyrie Celum,Donné ma dame ai mon cuer trés dont que l'euch / Adiés sont ces sades brunetes / Kyrie celum,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-537,,,,,,,,,,,,,"F-MO H 196, fol. 335 (333) ra"
Li 265-551,1,Douce dame par amour / Quant voi l'erbe reverdir / Cumque evigilasset,Douce dame par amour / Qvant voi l'erbe reuerdir / Cvmque,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-551,,,,,,,,,,,,,"F-MO H 196, fol. 191 v"
Li 265-551a,1,"Douce dame par amour / Salve, virgo virginum / Cumque evigilasset",Douce dame par amours / Salue uirgo uirginum / Cumque,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-551,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 53 ra"
Li 265-551a,2,"Douce dame par amour / Salve, virgo virginum / Cumque evigilasset",Douche dame par amours / Salue virgo virginum / [Cumque evigilasset],Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-551,,,,,,,,,,,Manuscrit lacunaire,,"D-DS 3471, n° 10"
Li 265-551b,1,Douce dame par amour / Cumque evigilasset,Douce dame par amors / Cumque,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-551,,,,,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 127 (144) vb"
Li 265-554,1,Douce dame sans pitié / Sustinere (Portare),Douce dame sanz pitié / Sustinere,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-554,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 228 v"
Li 265-554,2,Douce dame sans pitié / Sustinere (Portare),Douce dame sans pitié / Sustine,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-554,,,,,,,,,,,,,"F-MO H 196, fol. 236 v"
Li 265-554a,1,Douce dame sans pitié / Sustinere (Portare),,Motet,2,,Latin,,,,,,Anonyme,,265-554,,,,,,,,,,,Incipit marginal : Dame douce sans pitié ; Teneur : Portare portare portare,,"F-Pn lat. 15139, fol. 292 r"
Li 265-554a,2,Douce dame sans pitié / Sustinere (Portare),Douce dame sanz pitié / Portare,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-554,,,,,,,,,,,,,"F-Pn fr. 844, fol. 207 va"
Li 265-554a,3,Douce dame sans pitié / Sustinere (Portare),Douce dame sans pitié / Portare,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-554,,,,,,,,,,,,,"F-Pn fr. 12615, fol. 187 r"
Li 265-557a,1,Deus creator omnium / Rex genitor ingenite / Doucement me reconforte,[D]eus creator omnium / [R]ex genitor ingenite / Doucement mi reconforte,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,,,,,,,,,,,,,,"GB-Ob Mus. e. 7, p. 532"
Li 265-565,1,"Douz rossignolés jolis, or m'entendés / Virgo gloriosa, forma virginalis / Letabitur",Doz rossignolés iolis or m'entendés / Uirgo gloriosa forma virginalis / Letabitur,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-565,,,,,,,,,,,,,"F-MO H 196, fol. 68 v"
Li 265-565,2,"Douz rossignolés jolis, or m'entendés / Virgo gloriosa, forma virginalis / Letabitur",Douz rossignolet iolis or m'entendez / Uirgo gloriosa forma uirginalis / Letabitur,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-565,,,,,,,,,,,,,"F-Pn nouv. acq. fr. 13521, fol. 375 vb"
Li 265-565,3,"Douz rossignolés jolis, or m'entendés / Virgo gloriosa, forma virginalis / Letabitur",Dous rossagnolés iolis or m'entendeis / Uirgo gloriosa forma uirginalis / L,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-565,,,,,,,,,,,,,"I-Tr Vari 42, fol. 32 ra"
Li 265-565a,1,"Virgo maria, mater speciosa / Virgo gloriosa, forma virginalis / Letabitur",Uirgo maria mater speciosa / Uirgo gloriosa forma virginalis / Letabitur,Motet,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 58 va"
Li 265-568,1,D'une amour sui sospris / Angelus,D'vne amour sui sospris / angelus,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-568,,,,,,,,,,,,,"F-MO H 196, fol. 241 v"
Li 265-569,1,D'une fause ypocrisie / Lux magna,D'vne fause ypocrisie / Lux mag,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-569,,,,,,,,,,,,,"D-Mbs Mus. ms. 4775, n° A12, fol. 4 r"
Li 265-569,2,D'une fause ypocrisie / Lux magna,D'vne fausse ypocrisie / [L]ux magna,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-569,,,,,,,,,,,,,"F-MO H 196, fol. 269 r"
Li 265-569a,1,2 parts clausula on Lux magna,,Clausula,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 150 v"
Li 265-573,1,Dusque je ai plus Amours honoree / Regnat,,Motet,2,,Latin,,,,,,Anonyme,,265-573,,,,,,,,,,,Teneur : Reg,,"F-Pn lat. 15139, fol. 292 r"
Li 265-573,2,Dusque je ai plus Amours honoree / Regnat,Dvskes chi ai plus amors honouree / Regnat,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-573,,,,,,,,,,,,,"F-Pn fr. 12615, fol. 189 r"
Li 265-586,1,"El mois d'avril qu'iver vait departant / O Maria, Mater pia / O quam sancta, quam benigna / Et gaudebit",El mois d'auril qu'iuers ua departant / O maria mater pia / O quam sancta quam benigna / Et gaudebit,Motet,4,,Latin,Langue d'oïl,,,,,Anonyme,,265-586,,,,,,,,,,,,,"F-Pn nouv. acq. fr. 13521, fol. 380 vb"
Li 265-586a,1,El mois d'avril qu'iver vait departant / Al cor ai une alegrance / Et gaudebit,El mois d'aurill q'iuer ua departant / Al cor ai une alegrance / Et gaudebit,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-586,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 195 r"
Li 265-586b,1,"El mois d'avril qu'iver vait departant / O quam sancta, quam benigna / Et gaudebit",El mois d'auril qu'iuer vait departant / O quam sancta quam benigna / [E]t gaudebit,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-586,,,,,,,,,,,,,"F-MO H 196, fol. 63 v"
Li 265-586c,1,Ypocrite pseudopontifices / Velut stelle firmamenti / Et gaudebit,Ypocrite pseudopontifices / Uelut stelle firmamenti / Et gaudebit,Motet,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 411 v"
Li 265-586d,1,"Ypocrite pseudopontifices / O quam sancta, quam benigna / Et gaudebit",Ypocrite pseudo pontifices / O quam sancta quam benigna / Et gaudebit,Motet,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 47 ra"
Li 265-586d,2,"Ypocrite pseudopontifices / O quam sancta, quam benigna",[O] quam sancta benigna / [Y]pocrite pseudo pontifices,Motet,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"E-Mn 20486, fol. 132 r"
Li 265-587,1,El mois de mai / De se debent bigami / Kyrie fons,El mois de mai / De se debent bigami / Kyrie,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-587,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 14 va"
Li 265-591,1,Emi! emi! Marotele / Emi! emi! Marotele / Portare,Emi emi marotele / Emi emi marotele / portare,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-591,,,,,,,,,,,,,"F-MO H 196, fol. 210 v"
Li 265-598,1,"En ce chant / Roissoles ai, roissoles! / Domino",En ce chant / Roissoles ai roissoles / Do,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-598,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 197 v"
Li 265-604,1,Encontre le nouvel tans d'esté / Docebit,[…]lis mot ma dame / Docebit,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-604,,,,,,,,,,,Manuscrit lacunaire,,"D-Mbs Mus. ms. 4775, n° B7, fol. 5 r"
Li 265-604,2,Encontre le nouvel tans d'esté / Docebit,,Motet,2,,Latin,,,,,,Anonyme,,265-604,,,,,,,,,,,Incipit marginal : Encontre le nouuel tans d'esté ; Teneur : Docebit,,"F-Pn lat. 15139, fol. 289 r"
Li 265-605,1,Encontre le tens pascor / Mens fidem seminat / In odorem,Encontre le tens de pascour / Deus fidem seminat / In odorem,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-605,,,,,,,,,,,,,"F-Pn nouv. acq. fr. 13521, fol. 384 vb"
Li 265-605,2,Encontre le tens pascor / Mens fidem seminat / In odorem,Encontre le tens de pascor / Mens fidem seminat / In odorem,Motet,3,,Latin,Langue d'oïl,,,,,Anonyme,,265-605,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 38 ra"
Li 265-605a,1,Encontre le tens pascor / Quant fueillent aubespine / In odorem,Encontre le tans de pascor / Quant fueillant aubespin / In odorem,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-605,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 193 r"
Li 265-605a,2,Encontre le tens pascor / Quant fueillent aubespine / In odorem,Encontre le tens de pascour / Qvant fuellent aubespin / In odorem,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-605,,,,,,,,,,,,,"F-MO H 196, fol. 134 v"
Li 265-605b,1,3 parts clausula on In odorem,,Clausula,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-W Cod. Guelf. 628 Helmst., fol. 82 (91) r"
Li 265-605b,2,3 parts clausula on In odorem,,Clausula,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 45 r"
Li 265-612,1,En douce dolour / Manere,En doce dolor / Manere,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-612,,,,,,,,,,,,,"D-Mbs Mus. ms. 4775, n° A24, fol. 8 v"
Li 265-612,2,En douce dolour / Manere,,Motet,2,,Latin,,,,,,Anonyme,,265-612,,,,,,,,,,,,,"F-Pn lat. 15139, fol. 288 r"
Li 265-613,1,"Endurés, endurés, les maus d'amer / Alleluya",Endurez endurez les douz maus d'amer / Alleluya,Motet-refrain,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-613,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 230 v"
Li 265-613,2,"Endurés, endurés, les maus d'amer / Alleluya",Endurez endurez les dous maus d'amer / [A]lleluya,Motet-refrain,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-613,,,,,,,,,,,,,"F-MO H 196, fol. 268 r"
Li 265-617,1,En espoir d'avoir merci / Fiat,,Motet,2,,Latin,,,,,,Anonyme,,265-617,,,,,,,,,,,Incipit marginal : En espoir d'auoir merci qu'a merchief atenc ; Teneur : Fiat fiat fiat fiat,,"F-Pn lat. 15139, fol. 290 v"
Li 265-617,2,En espoir d'avoir merci / Fiat,En espoir d'auoir merci / Fiat,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-617,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 232 v"
Li 265-617,3,En espoir d'avoir merci / Fiat,En espoir d'auoir merci / Fiat,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-617,,,,,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 116 (133) va"
Li 265-617,4,En espoir d'avoir merci / Fiat,En espoir d'auoir merci / Fiat,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-617,,,,,,,,,,,,,"I-Rvat Reg. lat. 1490, fol. 25 (24) vb"
Li 265-636,1,En mai que naist la rosee / Domine,En mai qe nest la rosee / Ne,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-636,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 226 v"
Li 265-636,2,En mai que naist la rosee / Domine,En mai quant nest la rosee / [Domine],Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-636,,,,,,,,,,,Manuscrit lacunaire,,"D-Mbs Mus. ms. 4775, n° A16, fol. 5 v"
Li 265-636,3,En mai que naist la rosee / Domine,En mai quant neist la rousee / Domine,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-636,,,,,,,,,,,,,"F-MO H 196, fol. 247 v"
Li 265-636a,1,2 parts clausula on Domine,,Clausula,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 151 r"
Li 265-636b,1,Prothomartir plenus fonte / Domine,Prothomartir plenus fonte / Ne,Motet,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 410 r"
Li 265-636c,1,Sederunt inique / Domine,Sederunt inique / Ne,Motet,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 185 v"
Li 265-637,1,"Quant voi le dous tens revenir / En mai, quant rose est florie / Latus",En mai quant rose est florie / Qvant voi le dou tans uenir / Latus,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-637,,,,,,,,,,,Triplum et duplum inversés dans le manuscrit,,"F-MO H 196, fol. 167 v"
Li 265-637,2,"Quant voi le dous tens revenir / En mai, quant rose est florie / Latus",Qvant voi le doz tens venir / En mai quant rose est flourie / [Latus],Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-637,,,,,,,,,,,,,"F-MO H 196, fol. 203 v"
Li 265-637,3,"Quant voi le dous tens revenir / En mai, quant rose est florie / Latus",Quant uoi le douz tens uenir / En mai quant rose est florie / Latus,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-637,,,,,,,,,,,,,"F-Pn nouv. acq. fr. 13521, fol. 382 va"
Li 265-637a,1,Quant voi le dous tens revenir / Latus,Qant uoi le douz tens uenir / Latus,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-637,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 245 r"
Li 265-638,1,En mai quant rosier florist / J'ai trouvé qui m'amera / Fiat,En mai quant rosier florist / I'ai trouué qui m'amera / Fiat tenor,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-638,,,,,,,,,,,,,"F-MO H 196, fol. 369 (367) va"
Li 265-638,2,En mai quant rosier florist / J'ai trouvé qui m'amera / Fiat,En mai cant rosiers florist / J'ai troueit ki m'amerat / Fiat,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-638,,,,,,,,,,,,,"I-Tr Vari 42, fol. 22 ra"
Li 265-638a,1,J'ai trouvé qui m'amera / Fiat,,Motet,2,,Latin,,,,,,Anonyme,,265-638,,,,,,,,,,,Incipit marginal : J'ai trouué ki m'amera ; Teneur : Fiat fiat fiat fiat fiat fiat,,"F-Pn lat. 15139, fol. 290 r"
Li 265-638a,2,J'ai trouvé qui m'amera / Fiat,I'ai troué ki m'amera,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-638,,,,,,,,,,,,,"F-Pn fr. 12615, fol. 196 r"
Li 265-639,1,"En mai, quant rosier sont flouri / L'autr'ier par un matin / Hé! resveille toi! [Robin, car on enmaine Marot]",En mai quant rosier sont flouri / L'autre iour par vn matin / Hé resuelle toi,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-639,,,,,,,,,,,,,"F-MO H 196, fol. 297 ra"
Li 265-639,2,"En mai, quant rosier sont flouri / L'autr'ier par un matin / Hé! resveille toi! [Robin, car on enmaine Marot]",,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-639,,,,,,,,,,,,,"[F-B I 716], n° 31"
Li 265-639,3,"En mai, quant rosier sont flouri / L'autr'ier par un matin / Hé! resveille toi! [Robin, car on enmaine Marot]","[…] celui qu i'aim de cuer / [L'autr'ier par un matin] / [Hé! resveille toi! [Robin, car on enmaine Marot]]",Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-639,,,,,,,,,,,Manuscrit lacunaire,,"I-Rvat Reg. lat. 1543, n° 4"
Li 265-644,1,En mon chant deslou / Omnes,En mon chant deslou / Omnes,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-644,,,,,,,,,,,,,"D-Mbs Mus. ms. 4775, n° A2, fol. 1r"
Li 265-644a,1,2 parts clausula on Omnes,,Clausula,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 149 r"
Li 265-649,1,"En nom Dieu, Dieu, que que nus die / En nom Dieu, que que nus die / In seculum",É non diu diu que que nus die / É non diu que que nus die / In seculum,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-649,,,,,,,,,,,Triplum et duplum inversés dans le manuscrit,,"F-MO H 196, fol. 215 v"
Li 265-650,1,"En nom Dieu, que que nus die / Quant voi la rose espanir / Ejus in oriente",En non diu que que nus die / Qvant voi la rose espanie / [E]ius in oriente,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-650,,,,,,,,,,,,,"F-MO H 196, fol. 145 v"
Li 265-650a,1,"En nom Dieu, que que nus die / Quant voi la rose espanir / Nobis",En non dieu que que nus die / Quant voi la rose espanie / Nobis,Motet,3,,Langue d'oïl,Latin,,,,,Anonyme,,265-650,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 52 ra"
Li 265-650b,1,Viam vident veritatis / Ejus,Oiam uident ueritatis / Eius,Motet,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 190 v"
Li 265-657,1,"En son service amourous toute ma vie / Tant est plaisant, bien faite et bien taillie / [In seculum]",En son seruice amourous toute ma uie / Tant est plesant bien faite et bien taillie / [In seculum],Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-657,,,,,,,,,,,,,"F-MO H 196, fol. 165 v"
Li 265-663,1,"Entre Copin et Bourgois / Je me cuidoie tenir / Bele Ysabelos m'a mort, bele Ysabelos!",Entre copin et bourgois / Ie me cuidoie tenir / Bele ysabelos,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-663,,,,,,,,,,,,,"F-MO H 196, fol. 277 va"
Li 265-663,2,"Entre Copin et Bourgois / Je me cuidoie tenir / Bele Ysabelos m'a mort, bele Ysabelos!",Entre copin et bouriois / Ie me cuidoie tenir / Bele ysabelos m'a mort bele ysabelot,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-663,,,,,,,,,,,,,"D-BAs Lit. 115, fol. 31 va"
Li 265-663,3,"Entre Copin et Bourgois / Je me cuidoie tenir / Bele Ysabelos m'a mort, bele Ysabelos!",,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-663,,,,,,,,,,,,,"[F-B I 716], n° 30"
Li 265-663,4,"Entre Copin et Bourgois / Je me cuidoie tenir / Bele Ysabelos m'a mort, bele Ysabelos!",Entre copin et borgois / Je me quidoie tenir / Belle izabelos m'at mort blele izabelos,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-663,,,,,,,,,,,,,"I-Tr Vari 42, fol. 20 ra"
Li 265-664,1,Entre Jehan et Philippet / Nus hom ne puet desiervir / Chose Tassin C,Entre Jehan et philippet / Nus hom ne puet desieruir / Chose tassin,Motet,3,,Langue d'oïl,,,,,,Anonyme,,265-664,,,,,,,,,,,,,"F-MO H 196, fol. 336 (334) va"
Li 265-669,1,Entre Robin et Marot / Et illuminare,Entre robin et marot / Et illuminare,Motet,2,,Latin,Langue d'oïl,,,,,Anonyme,,265-669,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 230 r"
Li 265-669a,1,3 parts clausula on Et illuminare,,Clausula,3,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"I-Fl Plut. 29. 1, fol. 45 r"
Li 265-669b,1,Et illumina Eximia / Et illuminare,Eximia mater plena / Et illuminare,Motet,2,,Latin,,,,,,Anonyme,,,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 180 v"
Li 265-669c,1,Et illumina Je vous salu / Et illuminare,Et illumina je uos salu / Et illuminare,Motet,2,,Latin,Langue d'oïl,,,,,Anonyme,,,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 232 r"
Li 265-676,1,Envie a mout grant vertu / In virtute,Enuie a mout grant uertu / In ueritate,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-676,,,,,,,,,,,,,"F-MO H 196, fol. 251 v"
Li 265-693,1,Face de moi son plaisir / Do-no (Omnes),Face de moi son plesir / Do-no,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-693,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 231 r"
Li 265-693,2,Face de moi son plaisir / Do-no (Omnes),Face de moi son plaisir / Omnes,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-693,,,,,,,,,,,,,"F-MO H 196, fol. 235 v"
Li 265-706,1,Fines amouretes / Fiat,Fines amoretes / Fiat,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-706,,,,,,,,,,,,,"D-W Cod. Guelf. 1099 Helmst., fol. 230 v"
Li 265-706,2,Fines amouretes / Fiat,Fines amouretes / Fiat,Motet,2,,Langue d'oïl,Latin,,,,,Anonyme,,265-706,,,,,,,,,,,,,"F-MO H 196, fol. 238 r"
