Ref Number,NOTE FROM ANNE,NOTE FROM ADAM,Linker Number,Abstract Master Text,Occurance Number,Occurance Type,Parent Work,Parent Index Blob,Parent Date,Parent vdB Index (rondeaux),Parent RS Index,Parent L Index,Parent T Index (songs),Parent T Index (motets),Parent MW Index,Parent Lu Index,Refrain Location,Parent Generic Descriptor,Parent Work Author,Host Work,Host Work Date,Host Work Generic Descriptor,Host Work Author,Singer,Destinataire,Circonstances,Fonction,Marque de chant précédant le refrain,Marque de chant suivant le refrain,Marque de discours,Manuscript Number,Image File,Manuscript Collocation,Reading,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain motetus),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1; refrain interne 2),Derived Reading Text (st. 1; refrain final),Derived Reading Text (st. 2; refrain interne),Derived Reading Text (st. 2; refrain interne 2),Derived Reading Text (st. 2; refrain final),Derived Reading Text (st. 3; refrain interne),Derived Reading Text (st. 3; refrain interne 2),Derived Reading Text (st. 3; refrain final),Derived Reading Text (st. 4; refrain interne),Derived Reading Text (st. 4; refrain interne 2),Derived Reading Text (st. 4; refrain final),Derived Reading Text (st. 5; refrain interne),Derived Reading Text (st. 5; refrain interne 2),Derived Reading Text (st. 5; refrain final),Derived Reading Text (st. 6; refrain interne),Derived Reading Text (st. 6; refrain interne 2),Derived Reading Text (st. 6; refrain final),Derived Reading Text (st. 7; refrain interne),Derived Reading Text (st. 7; refrain interne 2),Derived Reading Text (st. 7; refrain final),Derived Reading Text (st. 8; refrain interne),Derived Reading Text (st. 8; refrain interne 2),Derived Reading Text (st. 8; refrain final),Derived Reading Text (st. 9; refrain interne),Derived Reading Text (st. 9; refrain interne 2),Derived Reading Text (st. 9; refrain final),Derived Reading Text (st. 10; refrain final),Derived Reading Text (st. 11; refrain final),Derived Reading Text (st. 12; refrain final),Derived Reading Text (st. 13; refrain final),Derived Reading Text (st. 14; refrain final),Derived Reading Text (st. 15; refrain final),Derived Reading Text (st. 16; refrain final),Derived Reading Text (st. 17; refrain final),Derived Reading Text (st. 18; refrain final),Derived Reading Text (st. 19; refrain final),Derived Reading Text (st. 20; refrain final),Derived Reading Text (st. 21; refrain final),Derived Reading Text (st. 22; refrain final),Derived Reading Text (st. 23; refrain final),Derived Reading Text (st. 24; refrain final),Derived Reading Text (st. 25; refrain final),Derived Reading Text (Envoi 1; refrain final),Derived Reading Text (Envoi 2; refrain final),Métrique,Other Manuscript Data,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image026.png,"F-Pn fr. 25566, fol. 34 vb",,A Dieu commant amouretes. car ie m'en uois. souspirant en terre estrange.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B4C'7,,,,,,,,,,,,,
13,,,,"A Dieu conmant je mes amors, qu'il les me gart.",1,littéraire,"Salut d'amour   « Amors, je t'ai lonc tens servi… » v. 99-100",Mi xiiie   ,Mi xiiie   ,,,,,,,,,Salut d'amour,?,,,,,Le poète,La dame,Conclusion au salut,Discours narratif,,,,1,,"F-Pn fr. 837, fol. 216 rb",A Dieu]a dieu; conmant]conmant; qu'il les me gart]qui le mes gart et nuit et iors,a dieu conmant je mes amors qui le mes gart et nuit et iors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,,,,,,,,,
,,,,,2,lyrique (monodie),Amours me tient en esperance,"RS: 227 IV   L: 265-104   T: 133   MW: 626, 23   ",,,227 IV,265-104,133,,"626, 23",,Fin de strophe,Chanson avec des refrains,?,,,,,L'auteur,,,,Chanter; chanson,,,1,,"F-Pa 5198, p. 312 a",A]a; Dieu]dieu; je]ie; qu'il]q'il; gart]gart.,A dieu conmant ie mes amors q'il les me gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,,,2,,"F-Pn fr. 845, fol. 148 vb",A]a; Dieu]deu; conmant]conmant; qu'il]qui: gart]gart.,a deu conmant je mes amors qui: les me gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,,,3,,"F-Pn nouv. acq. fr. 1050, fol. 197 va",A]a; Dieu]dieu; conmant]comant; qu'il]qui; gart]gart.,a dieu comant je mes amors qui les me gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,,,4,,"F-Pn fr. 847, fol. 163 va",A]a; Dieu]dieu; conmant]conmant; je]ie; amors]amors.; qu'il]qui,a dieu conmant ie mes amors. qui les me gart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,3,lyrique (monodie),Hier matin quant je chevauchoie,"RS: 1700 V   L: 118-1   T: 983   MW: 852, 38   ",,,1700 V,118-1,983,,"852, 38",,Fin de strophe,Pastourelle avec des refrains,Huitace de Fontaine,,,,,,,,,,,,1,,"F-Pn fr. 847, fol. 128 rb",A]a; Dieu]dieu; je]ie; qu'il]q'il; gart]gart.,A dieu conmant ie mes amors q'il les me gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,4,lyrique (monodie),Un petit devant le jour,"RS: 1995 VI   L: 34-2   T: 1137   MW: 700, 1   ",,,1995 VI,34-2,1137,,"700, 1",,Fin de strophe,Chanson avec des refrains,Chapelain de Laon (F-Pn fr. 12615 / F-Pn fr. 20050 main postérieure); Duchesse de Lorraine (CH-BEb 389),,,,,Un chevalier,,,,,,Dire,1,,"F-Pn fr. 20050, fol. 67 v",Dieu]deu; conmant]comanz; je]ie; qu'il]qui; gart]gart.,A deu comanz ie mes amors qui les me gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,2,,"F-Pn fr. 12615, fol. 79 v",A]a; Dieu]dieu; conmant]comant; je]iou; qu'il]ki; me]mes; gart]gart.,A dieu comant iou mes amors ki les mes Gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"F-Pa 5198, p. 320 a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,4,,"F-Pn fr. 845, fol. 153 ra",A]a; Dieu]deu; conmant je]conmant; qu'il]qui; gart]gart et li uilains soit penduz a vne hart.,a deu conmant mes amors qui les me gart et li uilains soit penduz a vne hart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4B11,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,"F-Pn fr. 847, fol. 168 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,6,,"I-MOe {alpha} R. 4. 4 (est. 45), fol. 218 rb",A]a; Dieu]dé; conmant]comant; je]ie; qu'il]q'il; gart]gart.,A dé comant ie mes amors q'il les me gart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"I-Rvat Reg. lat. 1490, fol. 109 (106) ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refrain manquant,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dire,8,,"CH-BEb 389, fol. 247 v",A]a; Dieu]deu; conmant]comanz; je]ie; qu'il]ki; gart]gairt,a deu comanz ie mes amors ki les me gairt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,5,lyrique (polyphonie),Quant de ma dame part (fin) /   Eius,"Lu: 673 / O16   T: 327   L: 265-1411   MW: 1298, 6   ",,,,265-1411,,327,"1298, 6",673 / O16,Final,Motet,?,,,,,L'auteur,,,,,,Dire,1,1_files/image028.png,"F-Pn fr. 12615, fol. 196 r",,A dieu comant ie mes amours ki les mes gart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image030.png,"F-Pn lat. 15139, fol. 291 r",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A12,,,,,,,,,,,,,
14,,,,"A Dieu conmant vieses amours, nouvieles ai.",1,littéraire,Renart le Nouvel   v. 6748,Ca 1289   ,Ca 1289,,,,,,,,,Roman,Jaquemart Gielée,,,,,Renart,Hersent,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Dire en chantant,Entendre,,1,,"F-Pn fr. 1581, fol. 48 va (L)",A]a; Dieu]dieu; conmant]conmant; nouvieles]nouuieles,A dieu conmant vieses amours nouuieles ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A12,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 372, fol. 51 ra (C; ajout marginal postérieur)",A]a; Dieu]dieu; conmant]conmant; nouvieles]nouveles,A dieu conmant vieses amours nouveles ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,"Adieu, ma dame de pris.",1,littéraire,Dit enté « Gracieuse   faitisse et sage... » v. 30,"L: 162-31   MW: 477, 3   Début xive   ",Début xive,,,162-31,,,"477, 3",,,Dit enté,Jeannot de Lescurel,,,,,L'auteur,,Description de ses tourments amoureux,Commentaire,,,,1,1_files/image032.png,"F-Pn fr. 146, fol. 60 ra",,Adieu ma dame de pris.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7,,,,,,,,,,,,,
16,,,,"A Diu vos comant, amie, en quel lieu que vous soiés.",1,lyrique (polyphonie),Hé! trés douces   amouretes / D'Amours   esloigniés (fin) / [In seculum],"Lu: 180 / 181 / M13   L: 265-769   MW: 367, 1   ",,,,265-769,,,"367, 1",180 / 181 / M13,Final,Motet,?,,,,,,,,,,,,1,1_files/image034.png,"F-MO H 196, fol. 149 r",,a diu uos comant amie en quel lieu que vous soiés.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,,,,,,,,,,,,,
17,,,,"A Diu voz comant. Pensés de moi, fins cuers et plesant.",1,lyrique (polyphonie),Ja por mal que puisse   avoir ne pour dolour / Hé! desloiaus mesdisant (fin) / Portare,"Lu: 278 / 279 / M22   T: 239-1   L: 265-854   MW: 1377, 1   ",,,,265-854,,239-1,"1377, 1",278 / 279 / M22,Final,Motet,?,,,,,,,,,,,,1,1_files/image036.png,"F-Pn nouv. acq. fr. 13521, fol. 390 ra",,a dieu uos comant pensez de moi fins cuers et plaisanz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A9,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image038.png,"F-MO H 196, fol. 121 r",,A diu voz comant pensés de moi fins cuers et plesant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A9,,,,,,,,,,,,,
,,,,,2,lyrique (polyphonie),Pour celi que j'aim et   pris / Nicholaus   igitur plenus gracia (fin) / Portare,Lu: 281 / 280 / M22   T: 239-2   L: 265-1357   ,,,,265-1357,,239-2,,281 / 280 / M22,Final,Motet,?,,,,,,,,,,,,1,1_files/image040.png,"D-BAs Lit. 115, fol. 43 vb",,et reperitur in melius crescens nititur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A9,,,,,,,,,,,,,
18,,,,"Aé, cuens Guis, amis! La vostre amors me tout solaz et ris.",1,littéraire,En un vergier lés une fontenele,"RS: 594 I   L: 265-674   T: 344   MW: 120, 5   ",,,594 I,265-674,344,,"120, 5",,Fin de strophe,Chanson de toile à refrain (1 st.),?,Aristote v. 384-389,Ca 1230,Fabliau,Henri d'Andeli,l'amie d'Alexandre,Aristote,Promenade dans le jardin,Discours amoureux,Chanter (RS 594); chanson de toile (RS 594),,Appeler (refrain),1,,"F-Pn fr. 837, fol. 82 ra (A)",Aé]ahi:; cuens]quens; Guis amis]guis; La]la; vostre]vostre; amors]amor; me tout]me tot; et]et,ahi: quens guis la vostre amor me tot solaz et ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (RS 594); chanson (RS 594),,Appeler (refrain),2,,"F-Pn fr. 1593, fol. 155 (158) vb (B)",Aé]hé; cuens]biau quens; Guis amis]guiz; La]la; vostre]uostre; amors]amours; me tout]mi tout; et]et,Hé biau quens guiz la uostre amours mi tout solaz et ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (RS 594); chanson de toile (RS 594),,Appeler (refrain),3,,"F-Pn nouv. acq. fr. 1104, fol. 71 va (C)",Aé]hé:; cuens]biaus quens; Guis amis]guis; La]la; vostre]uostre; amors]amor; et]et; ris]ris.,hé: biaus quens Guis La uostre amor me tout solaz et ris.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (RS 594); chanson de toile (RS 594),,Appeler (refrain),4,,"F-Pa 3516, fol. 346 rc (E)",Aé]hai:; Guis]guis; La]la; amors]amor; me tout]me tolt; solaz]solas; et]et,hai: cuens guis amis la vostre amor me tolt solas et ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (RS 594); chanson de toile (RS 594),,Appeler (refrain),5,,"F-Pn fr. 19152, fol. 73 rc (D)",Aé]hé:; cuens]beax quens; Guis amis]guis; La]la; vostre]uostre; amors me tout]amor; et]et,Hé: beax quens Guis La uostre amor solaz et ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A10,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter (RS 594); chanson de toile (RS 594),,Appeler (refrain),6,,"F-SOM 68, fol. 277 ra (F)",Aé]hé; cuens]queux; Guis]gieus; La vostre]vostre; amors]amer; me tout]me taut; solaz]solas; et]et,Hé queux gieus amis Vostre amer me taut solas et ris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A9,,,,,,,,,,,,,
,,,,,2,lyrique (monodie),En un vergier lés une fontenele,"RS: 594 I   L: 265-674   T: 344   MW: 120, 5   ",,,594 I,265-674,344,,"120, 5",,Fin de strophe,Chanson de toile à refrain (6 st.),?,,,,,,,,,,,,1,1_files/image042.png,"F-Pn fr. 20050, fol. 65 v",,,,,,,,,,,,,,,,,Aé cuens guis amis. la uostre amors me tout solaz et ris.,,,Aé cuens guis amis. la.,,,Aé cuens guis amis.,,,Aé cuens guiz amis.,,,Aé cuens guiz amis.,,,Aé cuens guiz amis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A10,,,,,,,,,,,,,
19,,,,"A fine amour devendrai fins amis, pour estre miex amee d'amie fine.",1,littéraire,Fatras I   v. 249-250 puis 251 (v. a) et 261 (v. b),Ca 1319-1322 ou 1328-1329   ,Ca 1319-1322 ou 1328-1329,,,,,,,,,Fatras,Watriquet de Couvin,,,,,Watriquet,,,,,,,1,,"F-Pn fr. 14968, fol. 166 v","A]a v. 249; devendrai]deuendrai; pour]pour v. 250, pour v. 261; amee]amé v. 250, amez v. 261; fine]fine. v. 250",,,A fine amour deuendrai fins amis Pour estre miex amé d'amie fine.,A fine amour deuendrai fins amis Pour estre miex amez d'amie fine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B'10,,,,,,,,,,,,,
20,,,,"A gironnees depart amors, a gironnees.",1,littéraire,Abeïe fin du viie commandement,2e moitié xiiie   ,2e moitié xiiie   ,,,,,,,,,Dit allégorique (prose),?,,,,,Largesse,L'ensemble du couvent d'Amour,Nomination de la sous-cellerière (Largesse),Commentaire,Chanter,,,1,,"F-AN 403, fol. 91 ra",A gironnees]a geronnees; depart]depars; amors]amours; gironnees]geronnees.,,,A geronnees depars amours a geronnees.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,,,,,,,,,
,,,,,2,littéraire,Paradis v. 460-461,2e moitié xiiie   ,2e moitié xiiie   ,,,,,,,,,Poème narratif,?,,,,,La vierge Marie,L'assemblée des danseurs,Bal de la Toussaint au Paradis,Carole,Aller chanter,,,1,,"F-Pn fr. 837, fol. 59 va (A)",A]a; gironnees]gironees; depart amors]depart amors; gironnees]gironees,A gironees depart amors a gironees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aller chanter,,,2,1_files/image044.png,"F-Pn fr. 25532, fol. 334 rb (B)",,A gironnees depart mes amors a gironnees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10B'4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aller chanter,,,3,,"F-Pn fr. 1802, fol. 103 r (C)",A]a; depart amors]de par amours; gironnees]gironnees,A gironnees de par amours a gironnees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,,,,,,,,,
,,,,,3,littéraire,Saint Gille   v. 301,1250-1280   ,1250-1280   ,,,,,,,,,Poème narratif strophique,?,,,,,La châtelaine,Les dames qui l'ont accueillie chez son ami,Conclusion de la st. 34 (départ de la châtelaine),Disours,,,,1,,"F-Pn fr. 837, fol. 116 ra",A]a; gironnees]gironees; gironnees]gironees,a gironees depart amors a gironees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9B'4,,,,,,,,,,,,,
21,,  Multiple T Indexes    Multiple T Indexes  ,,A Godefroi ai je tout mon cuer douné.,1,lyrique (polyphonie),Et illumina (int.) / Et   illumina (int.) / Entre Robin et Marot (int.) / Et illuminare,"Lu: 101 / 105 / 104 / M9   T: 123-1   T: 123-3   T: 123-2   L: 265-669   MW: 40, 1   ",,,,265-669,,123-1 / 123-3 / 123-2,"40, 1",101 / 105 / 104 / M9,Interne,Motet,?,,,,,,,,,,,,1,1_files/image046.png,"I-Fl Plut. 29. 1, fol. 45 r (104 / M9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Amelot,,,,,,Dire,2,1_files/image048.png,"D-W Cod. Guelf. 1099 Helmst., fol. 230 r (104 / M9)",,a godefroi ai ie tout mon cuer douné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image050.png,"D-W Cod. Guelf. 1099 Helmst., fol. 180 v (101 / M9)",,victoria confert subsidia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_files/image052.png,"D-W Cod. Guelf. 1099 Helmst., fol. 232 r (105 / M9)",,mal ai por uoir en ce sicles uescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B6,,,,,,,,,,,,,
22,,,,"Ahi amours, grant tort avez de moi, qui me menez a mort si ne savez pour coi.",1,lyrique (monodie),Bel m'est quant je voi repairier,"RS: 1304   L: 65-7   MW: 752, 1   ",,,1304,65-7,,,"752, 1",,Fin de strophe,Chanson à refrain (7 st.),Gace Brulé (attribution   douteuse [Huet]; attribution confirmée [Petersen-Dyggve]),,,,,,,,,,,,1,,"F-Pn fr. 844, fol. 38 (32) rb",,,,,,,,,,,,,,,,,ahi amours grant tort auez. de moi. qui me menez a mort. si ne sauez pour coi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A10A12,Refrain st. II-VII: manquant,,,,,,,,,,,,
23,,,,"Ahi, mors, mors, mors! Por quoi m'ochiez a tort?",1,lyrique (monodie),Entre Godefroi et Robin,"RS: 1377 IIc   L: 58-2   T: 775   MW: 314, 1   ",,,1377 IIc,58-2,775,,"314, 1",,Fin de strophe,Chanson avec des refrains,Ernoul Caupain (F-Pn fr. 12615),,,,,,,,,,,,1,1_files/image054.png,"F-Pn fr. 12615, fol. 78 v",,Ahi mors mors mors por quoi m'ochiés a tort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A5A7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"I-Rvat Reg. lat. 1490, fol. 109 (126) ra (lacunaire)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. et refrain manquants,,,,,,,,,,,,
24,,,,"Ahi, sovent sospir, quant je n'ai amor fine; ou le querrai?",1,lyrique (monodie),Soffers me sui de chanter,"RS: 800   L: 92-18   MW: 672, 1   ",,,800,92-18,,,"672, 1",,Fin de strophe,Chanson à refrain (7 st.),Gontier de Soignies,,,,,,,,,,,,1,,"F-Pn fr. 12615, fol. 114 r",Ahi]ahi; sovent]souent; je]ie; querrai]querrai.,,,,,,,,,,,,,,,,Ahi souent sospir quant ie n'ai amor fine ou le querrai.,,,Ahi.,,,Ahi.,,,ahi.,,,ahi.,,,ahi souent,,,Ahi.,,,,,,,,,,,,,,,,,,,,,,,,,A2B7B7,,,,,,,,,,,,,
25,,,,"Ahi, terre d'outremer, vous m'avez trahie.",1,littéraire,"Salut d'amour   « Bele, salus vous mande… » v. 20",Mi xiiie   ,Mi xiiie   ,,,,,,,,,Salut d'amour,?,,,,,Une félonne,La terre d'outremer,Conclusion de la st. 3,Plainte,Dire en chantant,,,1,,"F-Pn fr. 837, fol. 269 va",Ahi terre]ahi: terre; m'avez]m'auez,ahi: terre d'outremer vous m'auez trahie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'12,,,,,,,,,,,,,
26,,,,"Ay, ai, ai, ai! Comant saurait elle donc les malz ke j'ai?",1,lyrique (monodie),Amours me semont et prie (D'amer),"RS: 1197 I   L: 265-102   MW: 248, 9   ",,,1197 I,265-102,,,"248, 9",,Fin de strophe,Chanson avec des refrains,?,,,,,,,,,,,,1,,"GB-Ob Douce 308, fol. 212 (224) rb",Comant]comant; j'ai]i'ai.,Ay ai ai ai comant saurait elle donc les malz ke i'ai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A7,,,,,,,,,,,,,
27,,,,"Ai, ai, ai, ai! J'ai a cuer les malz dont je morrai.",1,lyrique (monodie),L'autre jour me chevauchai (Delés),"RS: 72   L: 265-1002   MW: 192, 19   ",,,72,265-1002,,,"192, 19",,Fin de strophe,Pastourelle à refrain (5 st.),?,,,,,Une bergère (st. 1-4); l'auteur (st. 5),,,,,,Dire,1,,"GB-Ob Douce 308, fol. 196 (206) vb",Ai]ai st. I; J'ai]i'ai st. I; dont je]dont ie st. I; morrai]morrai. st. I; ai ai ia ia i'ai santit les malz dont ie guerrai. st. V,,,,,,,,,,,,,,,,ai ai ai ai i'ai a cuer les malz dont ie morrai.,,,ai ai,,,ai ai,,,ai ai,,,ai ai ia ia i'ai santit les malz dont ie guerrai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A9,,,,,,,,,,,,,
,,,,,2,lyrique (monodie),L'autre jour par un matin (Jouer),"RS: 1372 III   L: 265-1005   MW: 610, 3   ",,,1372 III,265-1005,,,"610, 3",,Fin de strophe,Pastourelle avec des refrains,?,,,,,Une bergère,L'auteur,,,,,Répondre,1,,"GB-Ob Douce 308, fol. 204 (214) vb","Ai, ai, ai, ai]ai. i'ai i'ai; J'ai]i'ai.; a]au; je]ie; morrai]morrai.",ai. i'ai i'ai i'ai. au cuer les malz dont ie morrai.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4A8,,,,,,,,,,,,,
28,,,,"Ai, ai, ai! Au cuer sent les maus que j'ai.",1,lyrique (polyphonie),Or ne sai que devenir (int.) / Puis que d'amer suis desirrans / L[eyson],"Lu: 618 / 619 / Kyrie 5   L: 265-1281   MW: 472, 1   ",,,,265-1281,,,"472, 1",618 / 619 / Kyrie 5,Interne,Motet,?,,,,,L'auteur,,,,,,Dire,1,1_files/image056.png,"F-MO H 196, fol. 294 ra",,ai. ai. ai. au cuer sent les maus que i'ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3A7,,,,,,,,,,,,,
