Ref Number,Instance Number,Linker Number,Abstract Master Text,Occurance Number,Parent Work (ID),Parent Work (Instance),Parent Work (Location),Refrain Location,Host Work,Singer,Destinataire,Circonstances,Fonction,Preceding,Succeeding,Manuscript Number,Image File,Manuscript Collocation,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain duplum),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain enté),Derived Reading Text (st. 1; refrain initial),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1 ; refrain interne 2),Derived Reading Text (st. 1 ; refrain final),Derived Reading Text (st. 2 ; refrain enté),Derived Reading Text (st. 2 ; refrain initial),Derived Reading Text (st. 2 ; refrain interne),Derived Reading Text (st. 2 ; refrain interne 2),Derived Reading Text (st. 2 ; refrain final),Derived Reading Text (st. 3 ; refrain initial),Derived Reading Text (st. 3 ; refrain interne),Derived Reading Text (st. 3 ; refrain interne 2),Derived Reading Text (st. 3 ; refrain final),Derived Reading Text (st. 4 ; refrain initial),Derived Reading Text (st. 4 ; refrain interne),Derived Reading Text (st. 4 ; refrain interne 2),Derived Reading Text (st. 4 ; refrain final),Derived Reading Text (st. 5 ; refrain initial),Derived Reading Text (st. 5 ; refrain interne),Derived Reading Text (st. 5 ; refrain interne 2),Derived Reading Text (st. 5 ; refrain final),Derived Reading Text (st. 6 ; refrain initial),Derived Reading Text (st. 6 ; refrain interne),Derived Reading Text (st. 6 ; refrain interne 2),Derived Reading Text (st. 6 ; refrain final),Derived Reading Text (st. 7 ; refrain initial),Derived Reading Text (st. 7 ; refrain interne),Derived Reading Text (st. 7 ; refrain interne 2),Derived Reading Text (st. 7 ; refrain final),Derived Reading Text (st. 8 ; refrain initial),Derived Reading Text (st. 8 ; refrain interne),Derived Reading Text (st. 8 ; refrain interne 2),Derived Reading Text (st. 8 ; refrain final),Derived Reading Text (st. 9 ; refrain initial),Derived Reading Text (st. 9 ; refrain interne),Derived Reading Text (st. 9 ; refrain interne 2),Derived Reading Text (st. 9 ; refrain final),Derived Reading Text (st. 10 ; refrain initial),Derived Reading Text (st. 10 ; refrain final),Derived Reading Text (st. 11 ; refrain final),Derived Reading Text (st. 12 ; refrain final),Derived Reading Text (st. 13 ; refrain final),Derived Reading Text (st. 14 ; refrain final),Derived Reading Text (st. 15 ; refrain final),Derived Reading Text (st. 16 ; refrain final),Derived Reading Text (st. 17 ; refrain final),Derived Reading Text (st. 18 ; refrain final),Derived Reading Text (st. 19 ; refrain final),Derived Reading Text (st. 20 ; refrain final),Derived Reading Text (st. 21 ; refrain final),Derived Reading Text (st. 22 ; refrain final),Derived Reading Text (st. 23 ; refrain final),Derived Reading Text (st. 24 ; refrain final),Derived Reading Text (st. 25 ; refrain final),Derived Reading Text (envoi I ; refrain interne),Derived Reading Text (envoi I ; refrain final),Derived Reading Text (envoi II ; refrain initial),Derived Reading Text (envoi II ; refrain final),Métrique,Musical structure,Other Refrain data,Other Manuscript Data,Derived Reading Text (Refrain 1 ; Fatras),Derived Reading Text (Refrain 2 ; Fatras)
1359,1,,"Ne m'ociés mie, je sui vos loiaus amis.",1,M 86,1,,Interne,Li 265-171,,,,,,,1,vdB 1359Mo,"F-MO H 196, fol. 166 r",ne m'ociés mie. ie sui vos loiaus amis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7,AB,,,,
1359,2,,"Ne m'ociés mie, je sui vos loiaus amis.",1,M 86,2,,Interne,Li 265-171,,,,,,,2,vdB 1359Ba,"D-BAs Lit. 115, fol. 10 vb",ne m'ociés mie ie sui vos loiaus amis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7,AB,,,,
1359,3,,"Ne m'ociés mie, je sui vos loiaus amis.",1,M 86,3,,Interne,Li 265-171,,,,,,,3,vdB 1359Tu,"I-Tr Vari 42, fol. 9 rb",ne m'ochiés mies ie sui vos loiaus amis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A7,AB,,,,
1360,1,,"Ne m'oblieiz, douce dame, se sovent ver vos ne voix.",1,C 345,1,,Fin de strophe,,L'auteur,Sa dame,,,Chanter (st. I) ; Dire (st. II) ; Prier (st. III),,1,,"GB-Ob Douce 308, fol. 232 (243) vb",,,,,,,,,,,,,,,,,,ne m'oblieiz douce dame se souent uer uos ne uoix.,,,,,Ne m'obliez douce.,,,,Ne m'oblieis douce dame.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'7B7,,,,,
1361,1,,"Ne m'oubliés mie, bele et avenanz: quant je ne voz voi, s'en sui plus dolans.",1,M 567,1,,Final,Li 265-982,,,,,,,1,vdB 1361Lu567,"F-MO H 196, fol. 253 v",ne m'oubliés mie bele et auenanz quant ie ne voz voi s'e{n} sui plus dolans.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11B5A5,ABC,,,,
1361,2,,"Ne m'oubliés mie, bele et avenanz: quant je ne voz voi, s'en sui plus dolans.",2,M 754,1,,Initial,Li 265-1197,,,,,,,1,vdB 1361Lu754Mo,"F-MO H 196, fol. 261 v",<N>e m'oubliez mie bele {et} auenant quant ie ne voz voi s'en sui plus dolens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A11B5A5,AA'B,,,,
1361,3,,"Ne m'oubliés mie, bele et avenanz: quant je ne voz voi, s'en sui plus dolans.",2,M 754,2,,Initial,Li 265-1197a,,,,,,,2,vdB 1361Lu754F,"I-Fl Plut. 29. 1, fol. 88 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA'B,,,,
1362,1,,Ne ne me doi repentir de li servir.,1,C 2039,1,st. III,Fin de strophe,,,,,,,,1,,"F-Pn fr. 24406, fol. 102 rb",,,,,,,,,,,,,,,,,,,,,,,,,,,ne ne me doi repentir. de li seruir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A4,,,,,
1363,1,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,1,,Fin de strophe,,,,,,,,1,,"F-Pn fr. 20050, fol. 115 r",,,,,,,,,,,,,,,,,,ne p{ar}tirai de sa prison. s'aurai trouee chanson.,,,,,ne p{ar}tirai de la prison. s'aura trouee chanson.,,,,pais ne m'esmai de la prison. kar i'ai trouee chanson,,,,seus {con}forteis en la prison {et} s'ai trouee chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,,,,,
1363,2,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,2,,Fin de strophe,,,,,,,,2,vdB 1363K,"F-Pa 5198, p. 153 b",,,,,,,,,,,,,,,,,,ne partirai de la prison: s'aurai trouuee chançon.,,,,,tant garderai ceste prison: qu'aurai t{ro}uuee chançon.,,,,point ne m'esmai. de la prison: de legier ferai cha{n}ço{n}.,,,,sui honorez en la prison: de legier ferai chanço{n}.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,AB,,,,
1363,3,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,3,,Fin de strophe,,,,,,,,3,vdB 1363N,"F-Pn fr. 845, fol. 71 rb",,,,,,,,,,,,,,,,,,ne partirai de la prison s'aurai trouee chançon.,,,,,tant garderai ceste prison. qu'aurai trouuee chançon.,,,,point ne m'esmai de la p{ri}son d'elegier ferai chançon.,,,,sui honorés en la prison d'elegier ferai chançon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,AB,,,,
1363,4,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,4,,Fin de strophe,,,,,,,,4,vdB 1363X,"F-Pn nouv. acq. fr. 1050, fol. 104 rb",,,,,,,,,,,,,,,,,,ne partirai de la prison. s'aurai trouee chanço{n}.,,,,,tant garderai ceste prison. qu'aurai trouuee cha{n}çon,,,,poi{n}t ne m'esmai. de la prison de legier ferai chançon.,,,,sui honorés en la prison. d'elegier ferai chançon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,AB,,,,
1363,5,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,5,,Fin de strophe,,,,,,,,5,vdB 1363V,"F-Pn fr. 24406, fol. 45 ra",,,,,,,,,,,,,,,,,,ne partirai de la priso{n} s'aurai trouuee chanson.,,,,,tant garderai ceste prison. qu'aurai trouuee cha{n}son,,,,point. ne m'esmai de la prison. de leg{ier} ferai chanson.,,,,sui hennorez. e{n} la prison de leg{ier} ferai chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,AB,,,,
1363,6,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,6,,Fin de strophe,,,,,,,,6,vdB 1363O,"F-Pn fr. 846, fol. 10 ra",,,,,,,,,,,,,,,,,,ne p{ar}tirai de la prison s'aurai trouee chançon.,,,,,tant garderai ceste priso{n} qu'aurai trouee chançon.,,,,poi{n}t ne m'esmai de la prison. de legier ferai chanço{n}.,,,,sui honorez en la priso{n}. de legier ferai cha{n}ço{n}.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,AB,,,,
1363,7,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,7,,Fin de strophe,,,,,,,,7,,"CH-BEb 389, fol. 71 v",,,,,,,,,,,,,,,,,,ne pertirai de la prixon. s'aurai trouee chanson.,,,,,tant gairderai ceste prixon. c'aurai trouee chanson.,,,,poent ne m'esmai en la prixon de ligier ferai chanson.,,,,seux honoreis. en la prixon. {et} s'aureis perceus chanson.,,,,seux delivrés de la p{ri}xon. {e}t s'ai trouee chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{et} s'aprendeis de la prixon. l'enpriso{n}nee chanson.,,,A4B4B7,,,,,
1363,8,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,C 1028,8,,Fin de strophe,,,,,,,,8,vdB 1363R,"F-Pn fr. 1591, fol. 125 v",,,,,,,,,,,,,,,,,,ne p{ar}tirai de la p{ri}son. s'aurai trouuee chanson.,,,,,tant garderai ceste p{ri}son q{u'a}uerai trouuee cha{n}son.,,,,poi{n}t ne m'esmai de la p{ri}son. de leg{ier} ferai chanson.,,,,sui ho{n}nouré{s} e{n} la p{ri}son et s'ai t{ro}uuee cha{n}son.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7 (st. I/III-V) ; A4B4B8 (st. II),AB,,,,
1364,1,,Ne puet faillir a honour fins cuers qui bien amera.,1,M 570,1,,Initial,Li 265-1519,,,,,,,1,vdB 1364Mo116,"F-MO H 196, fol. 116 r",<N>e puet faillir a honour fins cuers qui bien amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AA',,,,
1364,2,,Ne puet faillir a honour fins cuers qui bien amera.,1,M 570,2,,Initial,Li 265-1519,,,,,,,2,vdB 1364Mo195,"F-MO H 196, fol. 195 r",<N>E puet faillir a hounour fins cuer{s} qui bien amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AA',,,,
1364,3,,Ne puet faillir a honour fins cuers qui bien amera.,1,M 570,3,,Initial,Li 265-1519,,,,,,,3,vdB 1364Ba,"D-BAs Lit. 115, fol. 45 rb",<N>e puet faillir a honour fins cuers qui bien amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,AA',,,,
1364,4,,Ne puet faillir a honour fins cuers qui bien amera.,1,M 570,4,,Initial,,,,,,,,4,,"GB-Ob Douce 308, fol. 245 (258) ra",<N>e puet faillir a honor fins cuer{s} ki bien amerait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,
1365,1,,Ne riens [fors li] ne m'en puet fere aïe.,1,C 1319,1,,Fin de strophe,N 33,L'empereur,Lui-même et le sénéchal félon,Après le repas,Divertissement,Faire (chanson-hôte) ; Vers (chanson-hôte),Vers (chanson-hôte),1,,"I-Rvat Reg. lat. 1725, fol. 85 rb",,,,,,,,,,,,,,,,,,ne riens ne m'en puet fere aïe.,,,,,ne riens fors li ne me puet geter d'ire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8 (st. I) ; A'10 (st. II),,,,,
1366,1,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,1,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,1,,"F-Pn fr. 24404, fol. 53 va",,,<N>e serai trés lié de cuer s'aurai celi trouuee,ne serai trés lié de cuer s'avrai celi trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,2,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,2,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,2,,"F-Pn fr. 24430, fol. 19 rb",,,<N>e serai mais lié de cuer s'arai celi trouvee,Ne serai mais lié de cuer s'arai celi trouvee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,3,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,3,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,3,,"F-Pn fr. 1456, fol. 48 ra",,,<N>e serai trés lié de cuer S'aurai cele trouuee,Ne serai trés lié de cuer S'aurai cele trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,4,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,4,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,4,,"F-Pa 3142, fol. 23 va",,,<N>e serai trés lié de cuer S'aurai cele trouuee,Ne serai trés lié de cuer S'aurai cele trouuee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,5,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,5,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,5,,"CH-BEb 238, fol. 48 ra",,,Ne s{er}ai trés lié de cuer S'aurai cele trouuee,Ne s{er}ai trés lié de cuer S'aurai cele trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,6,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,6,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,6,,"F-Pn fr. 24405, fol. 60 va",,,Ne serai trés lié de cuer S'aurai celi trouuee,Ne serai trés lié de cuer S'aurai celi trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,7,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,7,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,7,,"F-Pn fr. 19165, fol. 128 v",,,Ne s{er}ay trés lié de cuer S'auray celle trouuee,Ne s{er}ay trés lié de cuer S'auray celle trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,8,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,8,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,8,,"F-Pi 636, fol. 50 vb",,,Ne s{er}ay jay lié de cuer S'auray celle trouuee,Ne sera trés lié de cuer S'auray celle trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,9,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,9,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,9,,"B-Br II 7444, fol. 59 vb",,,<N>E serray t{ré}s lié de cuer S'auray celle trouuee,Ne serray trés lié de coeur S'auray celly trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,
1366,10,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,R 25,10,,,N 11,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter ; Chanson,Chanter,10,,[Cheltenham Phill. 3629],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,1,,"N'est il bien reison, or i pensez, que cil qui mielz aime, soit li mielz amez?",1,N 44,1,v. 890,,,Courtoisie,L'auteur-amoureux,Siège de l'auteur-amoureux,Discours,Chanter ; Dire,Chanter,1,,"F-Pn fr. 2186, fol. 27 v",<N>'est il bien reison. or i pensez que cil qui mielz aime soit li mielz. Amez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A11,,,,,
1367,2,,"N'est il bien reison, or i pensez, que cil qui mielz aime, soit li mielz amez?",1,N 44,2,v. 890,,,Courtoisie,L'auteur-amoureux,Siège de l'auteur-amoureux,Discours,Chanter ; Dire,Chanter,2,,"F-Pn fr. 12786, fol. 8 ra",[<E>]st il bien resons or i pansez que cil qui miex aime. soit li mieus amez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A11,,,,,
1367,3,,"N'est il bien reison, or i pensez, que cil qui mielz aime, soit li mielz amez?",1,N 44,3,v. 890,,,Courtoisie,L'auteur-amoureux,Siège de l'auteur-amoureux,Discours,Chanter ; Dire,Chanter,3,vdB 1367,"F-Pn fr. 24431, fol. 181 rb",<E>st il bien raisons or pensez Cil qui miex ai{m}me soit Li mieus amés.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A10,AB,,,,
1368,1,,N'est pas d'amors en grant destroit qui por maltraire s'en recroit.,1,C 1089,1,,Fin de strophe,,,,,,,,1,vdB 1368,"F-Pn fr. 844, fol. 169 ra",,,,,,,,,,,,,,,,,,n'est pas d'amors en grant destroit. qui por mal traire s'en recroit.,,,,,N'est pas.,,,,N'est pas.,,,,N'est pas.,,,,n'est pas.,,,,N'est pas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,AB,,,,
1368,2,,N'est pas d'amors en grant destroit qui por maltraire s'en recroit.,1,C 1089,2,,Fin de strophe,,,,,,,,2,,"F-Pn fr. 12615, fol. 109 v",,,,,,,,,,,,,,,,,,N'est pas d'amors en grant destroit qui por mal traire se recroit,,,,,N'es pas.,,,,N'es pas.,,,,N'est pas.,,,,N'est pas.,,,,N'est pas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
1368,3,,N'est pas d'amors en grant destroit qui por maltraire s'en recroit.,1,C 1089,3,,Fin de strophe,,,,,,,,3,,"CH-BEb 389, fol. 235 r",,,,,,,,,,,,,,,,,,N'est pais d'amors en grant destroit ke por mal sosfrir se recroit.,,,,,N'est pais d'amors.,,,,N'est pais d'amors.,,,,N'est pais d'amors.,,,,N'est pais d'amors.,,,,N'est pais d'amors.,,,,N'est pais d'amors en grant destroit. ke por mal soffrir se recroit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,
1369,1,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",1,N 48,2,v. 4514,,,Hersent la louve,Orgueilleuse et Harouge,Lecture des lettres d'amour de Renart,Commentaire amoureux,Chanter ; Oïr ; Chant,,1,vdB 1369V147,"F-Pn fr. 25566, fol. 147 vb",Ne sui pas lés mon ami che poise mi. qui ueut si m'en croie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,ABA',,,,
1369,2,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",1,N 48,3,v. 4514,,,Hersent la louve,Orgueilleuse et Harouge,Lecture des lettres d'amour de Renart,Commentaire amoureux,Chanter ; Oïr ; Chant,,2,vdB 1369F33vb,"F-Pn fr. 1593, fol. 33 (34) vb",Ne sui pas lez mo{n} amy ce poise mi. qui veult si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,ABA',,,,
1369,3,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",2,N 48,4,v. 6830,,,Masquelee la vache,Bruiant le taureau,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Dire ; Commencer ; Oïr ; Chant,Chanter,1,vdB 1369C52ra,"F-Pn fr. 372, fol. 52 ra",Ne sui pas lés mon ami ce poise mi qui Veut si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,ABC,,,,
1369,4,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",3,N 48,1,v. 6868,,,Vaire la jument,Baudouin l'âne,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Chanter ; Chant,,1,,"F-Pn fr. 1581, fol. 50 ra",Ne sui pas lés mon ami ce poise mi Ki veut si m'en croie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,
1369,5,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",3,N 48,2,v. 6868,,,Vaire la jument,Baudouin l'âne,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Chanter ; Chant,,2,vdB 1369V167,"F-Pn fr. 25566, fol. 167 va",Ne sui point lés mon ami ce poise mi. qui ueut si m'en croie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,ABA',,,,
1369,6,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",3,N 48,3,v. 6868,,,Vaire la jument,Baudouin l'âne,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Commencer à chanter,,3,vdB 1369F50vb,"F-Pn fr. 1593, fol. 50 (51) vb",Ne sui pas lez mon ami. ce poise mi qui veult si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,ABA',,,,
1369,7,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",3,N 48,4,v. 6868,,,Vaire la jument,Baudouin l'âne,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Chanter ; Chant,,4,vdB 1369C52vb,"F-Pn fr. 372, fol. 52 vb",Ne sui pas lés mon ami ce poise mi Qui veut si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,ABC,,,,
1370,1,,"Nete conme argent, clere con argent.",1,C 1551,1,,Initial ; Fin de strophe,N 52,Celui qui aura un cœur dévôt,Marie,Miracle de l'enfant sauvé du feu dans son berveau,Louange,Chanter,,1,vdB 1370,"F-Pn fr. 12483, fol. 207 va",,,,,,,,,,,,<N>ete {con}me argent. clere {com} argent.,,,,,,Nete {et} c{etera}.,,,,,<N>ete {con}me arge{n}t. {et} c{etera}.,,,,Nete {con}me arge{n}t. {et} c{etera}.,,,,<N>ete {con}me arg{en}t,,,,<N>ete {con}me arg{en}t.,,,,<N>ete {con}me arg{en}t.,,,,Nete {et} c{etera}.,,,,<N>ete {con}me argent {et} c{etera}.,,,,,,,,,,,,,,,,,,,,,,,,,,A5A5,AB,,,,
1371,1,,Ne venez pas en maison vous qui n'amez loialment.,1,N 1,1,Fin du Ier commandement,,,Les cœurs amoureux,Ceux qui désobéissent aux commandements du dieu Amour,Nomination de l'abbesse (Débonaireté),Exhortation,Chanter,,1,,"F-AN 403, fol. 90 va",Ne uenez pas en maison uou{s} qui n'amez loialm{en}t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,
1372,1,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,C 1669,1,st. V,Fin de strophe,,,,,,,,1,,"F-Pa 5198, p. 158 b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne venez plus c'a talent de bien fere l'e{n} uous clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,
1372,2,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,C 1669,2,st. V,Fin de strophe,,,,,,,,2,,"F-Pn fr. 845, fol. 50 vb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ne uenez plus c'a talent de bien fere l'en uous clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,
1372,3,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,C 1669,3,st. V,Fin de strophe,,,,,,,,3,,"F-Pn nouv. acq. fr. 1050, fol. 108 ra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ne uenés plus s'a talent de bie{n} faire. l'en uos clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,
